Song,Performer,track_id,cluster_grouping,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Runaway Love,Ludacris Featuring Mary J. Blige,3QnEp4rluCxUwgpXT43jmC,125,0.56,0.736,5.0,-6.9670000000000005,0.0,0.266,0.317,0.0,0.32899999999999996,0.8220000000000001,91.29899999999999,4.0
Hip Hop Is Dead,Nas Featuring will.i.am,7iF9B5dbSOfEeznArGFHhn,54,0.802,0.738,0.0,-5.975,0.0,0.23600000000000002,0.0192,0.0,0.21,0.597,110.86200000000001,4.0
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",5pfJsMwoRYKampPay8amX0,102,0.828,0.609,1.0,-4.402,1.0,0.0694,0.0916,1.21e-06,0.29100000000000004,0.7070000000000001,109.725,4.0
Superstar,Lupe Fiasco Featuring Matthew Santos,7dltD9eEX7X1zk8JJ9BS0e,54,0.5720000000000001,0.8220000000000001,11.0,-6.015,0.0,0.361,0.207,0.0,0.359,0.47200000000000003,94.81200000000001,4.0
Give It To You,Jordan Knight,6miou5rcSI3TqJWTKizJJI,283,0.8290000000000001,0.669,7.0,-7.449,1.0,0.0608,0.0547,0.0,0.0589,0.58,134.86,4.0
Tell Me,Diddy Featuring Christina Aguilera,7aRNccA1RsVl7lD7steC5N,186,0.5479999999999999,0.938,8.0,-4.97,1.0,0.27899999999999997,0.235,0.0,0.531,0.33399999999999996,98.868,4.0
Can't Stay,Dave Hollister,2aJpRgyHYENSWWCHl1stQz,118,0.405,0.431,11.0,-7.73,1.0,0.0442,0.0050799999999999994,0.0,0.135,0.0397,117.60600000000001,3.0
Only In America,Brooks & Dunn,3e41nkMyqcAwaQCXJVj87G,237,0.512,0.8859999999999999,4.0,-5.906000000000001,1.0,0.0402,0.067,0.00159,0.865,0.693,137.764,4.0
Red Solo Cup,Toby Keith,4YKAOXyqkKZ5gOZR0AmVMN,196,0.535,0.56,4.0,-6.586,1.0,0.0901,0.287,0.0,0.209,0.785,164.17,4.0
Brand New Girlfriend,Steve Holy,4mpUaApNea2QhQshM4xyr4,130,0.669,0.861,2.0,-3.5469999999999997,1.0,0.0929,0.0273,0.0,0.0586,0.72,133.82,4.0
That'd Be Alright,Alan Jackson,48ykOM780IeqcmTcwK9IM4,161,0.672,0.731,2.0,-8.791,1.0,0.0282,0.228,0.0,0.0661,0.9129999999999999,134.376,4.0
Party For Two,Shania Twain With Billy Currington Or Mark McGrath,2LQVTdH9gUGCuXfozQl1KI,40,0.743,0.705,11.0,-4.803,1.0,0.0431,0.105,0.0,0.22399999999999998,0.965,121.469,4.0
Rude Boy,Rihanna,60jzFy6Nn4M0iD1d94oteF,53,0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.90599999999998,4.0
You Are Everything,Dru Hill,79IjeSGwqOoKrbD1O6KKcu,104,0.601,0.39899999999999997,9.0,-6.712000000000001,1.0,0.106,0.125,0.0,0.131,0.5479999999999999,62.167,4.0
Someone You Used To Know,Collin Raye,022rVz5n3Ga5CelWqme1Sb,259,0.589,0.369,9.0,-11.477,1.0,0.0242,0.12300000000000001,2.21e-06,0.114,0.295,98.99700000000001,4.0
Back Here,BBMak,6znv7i4Wif5fLwI6OjKHZ4,29,0.618,0.941,7.0,-3.1189999999999998,1.0,0.0341,0.0796,2.51e-06,0.0755,0.929,104.774,4.0
I Don't Want This Night To End,Luke Bryan,0cV4xwUA4ue2deqq4CZFko,136,0.616,0.728,9.0,-4.02,0.0,0.0278,0.0275,0.0,0.228,0.375,111.934,4.0
All Mine,Kanye West,3U21A07gAloCc4P7J8rxcn,269,0.925,0.31,11.0,-6.531000000000001,0.0,0.29100000000000004,0.12300000000000001,0.0,0.0931,0.29100000000000004,121.927,4.0
Something To Be Proud Of,Montgomery Gentry,4D8uIY6Wzj7dJDaw0dW0UF,241,0.645,0.693,0.0,-6.481,1.0,0.0344,0.0811,1.22e-05,0.175,0.5529999999999999,97.555,4.0
Close,Nick Jonas Featuring Tove Lo,3lSDIJ2abCrOdDJ6pshUap,262,0.653,0.623,6.0,-5.273,0.0,0.08199999999999999,0.253,0.0,0.14400000000000002,0.401,123.999,4.0
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",51rXHuKN8Loc4sUlKPODgH,110,0.563,0.7170000000000001,1.0,-5.186,1.0,0.337,0.000874,0.0,0.183,0.42700000000000005,82.064,4.0
People Like Us,Kelly Clarkson,6tFeZgmfkspHPH33MWe3m0,110,0.6,0.787,6.0,-5.162999999999999,1.0,0.0366,0.043,0.0,0.358,0.608,127.977,4.0
I Knew You Were Trouble.,Taylor Swift,72jCZdH0Lhg93z6Z4hBjgj,275,0.596,0.473,6.0,-6.745,1.0,0.039,0.00563,1.29e-06,0.043,0.648,154.22799999999998,4.0
What Hurts The Most,Rascal Flatts,4bVuIlGQBMWS7vIhcx8Ae4,292,0.527,0.6709999999999999,5.0,-5.032,0.0,0.0283,0.00842,0.0,0.268,0.331,136.03,4.0
Let It Rock,Kevin Rudolf Featuring Lil Wayne,6TrNRd98WksT9Kkmx9uj6R,166,0.607,0.7809999999999999,7.0,-4.276,1.0,0.0407,0.00106,0.0,0.0769,0.48200000000000004,113.18299999999999,4.0
Kerosene,Miranda Lambert,2yhhcHTfvLC0HzSajGYL0h,192,0.628,0.92,7.0,-3.252,1.0,0.0287,0.00687,5.3400000000000004e-05,0.337,0.8079999999999999,126.99799999999999,4.0
Rumour Has It,Adele,76N7FdzCI9OsiUnzJVLY2m,292,0.618,0.753,7.0,-5.05,0.0,0.0451,0.637,0.0,0.0905,0.557,120.041,4.0
Head Over Boots,Jon Pardi,4ly1QBXEwYoDmje9rmEgC4,53,0.557,0.6759999999999999,7.0,-4.457,1.0,0.027000000000000003,0.0661,0.0,0.0871,0.6779999999999999,108.016,4.0
U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,71vYy0ais2UtIdkFOGtoUt,161,0.612,0.491,6.0,-8.794,1.0,0.0593,0.0715,1.2e-06,0.37799999999999995,0.586,147.916,4.0
Karate Chop (Remix),Future Featuring Lil Wayne,2Ih0U9yUuY0oU2In3h21If,256,0.755,0.5760000000000001,11.0,-5.4270000000000005,1.0,0.155,0.0032600000000000003,0.0,0.147,0.555,134.877,4.0
Memories,David Guetta Featuring Kid Cudi,4dTaAiV9xFFCxnPur9c9yL,0,0.544,0.87,8.0,-6.103,1.0,0.26,0.0015,2.8e-06,0.24600000000000002,0.502,129.984,4.0
Father,LL Cool J,7JXFCtDRnftvbZjukyIRRB,122,0.757,0.525,7.0,-10.882,0.0,0.27699999999999997,0.0473,0.0805,0.14300000000000002,0.5670000000000001,98.80799999999999,4.0
Turn Up The Music,Chris Brown,1RMRkCn07y2xtBip9DzwmC,116,0.594,0.841,1.0,-5.792000000000001,1.0,0.102,0.00023799999999999998,2.22e-06,0.156,0.643,129.925,4.0
Teardrops On My Guitar,Taylor Swift,7zMcNqs55Mxer82bvZFkpg,57,0.617,0.42200000000000004,10.0,-6.794,1.0,0.0239,0.303,0.0,0.12300000000000001,0.264,99.96600000000001,4.0
Suds In The Bucket,Sara Evans,6NhpIdjYoufuNNlBsgOztc,247,0.511,0.903,10.0,-3.1630000000000003,1.0,0.0397,0.052000000000000005,0.000529,0.304,0.898,161.99200000000002,4.0
Pick It Up,Famous Dex Featuring A$AP Rocky,3ncgNpxLoBQ65ABk4djDyd,37,0.9209999999999999,0.467,1.0,-8.443,1.0,0.11900000000000001,0.0149,0.00023799999999999998,0.33399999999999996,0.287,135.995,4.0
Stoner,Young Thug,1jROHCeEzDr6VnV8EnBnik,153,0.8759999999999999,0.675,3.0,-3.28,0.0,0.146,0.42100000000000004,1.16e-06,0.0667,0.606,135.959,4.0
Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,19,0.555,0.662,11.0,-4.952,0.0,0.0827,0.125,0.0,0.111,0.35600000000000004,148.128,4.0
Really Really,Kevin Gates,10I3CmmwT0BkOVhduDy53o,291,0.762,0.6659999999999999,0.0,-6.055,1.0,0.0916,0.00427,0.0,0.127,0.278,118.97,4.0
Tim McGraw,Taylor Swift,0Om9WAB5RS09L80DyOfTNa,97,0.546,0.506,0.0,-6.334,1.0,0.0269,0.5670000000000001,0.0,0.122,0.39,152.175,4.0
Fake Love,Drake,343YBumqHu19cGoGARUTsd,182,0.927,0.488,9.0,-9.433,0.0,0.42,0.10800000000000001,0.0,0.196,0.605,133.987,4.0
Hot In Herre,Nelly,04KTF78FFg8sOHC1BADqbY,58,0.965,0.736,9.0,-5.005,0.0,0.14400000000000002,0.218,0.0,0.0595,0.9209999999999999,107.07,4.0
The One,Gary Allan,3bshjjlr63HkgFFxdA8mvg,159,0.5920000000000001,0.594,8.0,-9.017000000000001,1.0,0.0334,0.565,0.00361,0.0497,0.68,136.10399999999998,4.0
Talk Dirty,Jason Derulo Featuring 2 Chainz,6g6A7qNhTfUgOSH7ROOxTD,263,0.76,0.652,6.0,-7.321000000000001,1.0,0.23199999999999998,0.0348,0.0,0.307,0.759,100.315,4.0
Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,106,0.496,0.863,9.0,-4.1530000000000005,1.0,0.0381,0.0046,0.0,0.639,0.243,110.01799999999999,4.0
When You Were Young,The Killers,70wYA8oYHoMzhRRkARoMhU,27,0.467,0.988,11.0,-3.313,1.0,0.11199999999999999,0.000152,0.0484,0.28,0.321,130.435,4.0
Break The Rules,Charli XCX,38tKqQuqodiUYOsw6HWyeQ,100,0.6759999999999999,0.9259999999999999,0.0,-2.244,0.0,0.0425,0.0305,0.0006580000000000001,0.0771,0.818,124.01899999999999,4.0
Let It Go,Idina Menzel,0qcr5FMsEO85NAQjrlDRKo,141,0.541,0.485,8.0,-6.85,1.0,0.031,0.5579999999999999,0.0,0.12,0.369,136.95600000000002,4.0
B.Y.O.B.,System Of A Down,0EYOdF5FCkgOJJla8DI2Md,108,0.556,0.981,1.0,-2.688,0.0,0.128,0.00662,0.0,0.218,0.716,101.42299999999999,4.0
Russian Roulette,Rihanna,3rMsX63C0IZVnOT5LGYoTH,41,0.48,0.486,6.0,-5.754,0.0,0.0447,0.046,0.0,0.107,0.265,80.051,4.0
My First Love,Avant Featuring KeKe Wyatt,5kb6SkdQIq6eEPBA63oRag,295,0.639,0.377,11.0,-8.468,0.0,0.0347,0.0351,2.66e-06,0.151,0.39899999999999997,126.024,4.0
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,0dbzWSYpMcRtwjI1S7Pkql,166,0.546,0.805,0.0,-4.251,1.0,0.0348,0.125,9.27e-06,0.14800000000000002,0.387,77.029,4.0
Don't Think I Can't Love You,Jake Owen,1SoP2zC2ttcI2zjuRsQ5xx,11,0.435,0.5579999999999999,10.0,-5.422999999999999,1.0,0.0342,0.26,0.0,0.245,0.203,115.742,3.0
What Do You Want,Jerrod Niemann,6bdDMSGOpu4u2AT4rarSDc,219,0.555,0.496,4.0,-10.12,1.0,0.14300000000000002,0.657,1.14e-06,0.106,0.5429999999999999,153.30100000000002,4.0
Nothin' To Lose,Josh Gracin,7oiCqfE8Wjk8wf0pFTgL2H,91,0.612,0.884,7.0,-3.92,1.0,0.0372,0.39399999999999996,1.44e-06,0.434,0.877,121.007,4.0
Gone Crazy,Alan Jackson,5FF1zkuNs0xEiXj9RaZeo0,61,0.5379999999999999,0.34,5.0,-12.064,1.0,0.0244,0.43,5.8200000000000005e-05,0.0936,0.165,76.344,4.0
Hell Of A Night,Dustin Lynch,4x7Di9FZJXJoxHjLxjImmp,154,0.499,0.797,2.0,-4.845,1.0,0.0402,0.00472,0.0,0.297,0.591,85.054,4.0
Who's Your Daddy?,Toby Keith,0x7Yp9FYMcTH9u1hxxnh4e,270,0.688,0.8690000000000001,9.0,-4.198,1.0,0.0389,0.313,0.0224,0.0498,0.856,126.29899999999999,4.0
Hold On,Good Charlotte,3UyL1yzD5B1nIaFJRs4W8r,128,0.424,0.937,1.0,-5.354,1.0,0.0769,0.000884,0.0,0.113,0.156,137.861,4.0
The Long Goodbye,Brooks & Dunn,550bzTUwGQIhotK33gVvEg,271,0.498,0.619,8.0,-5.939,1.0,0.0297,0.263,1.42e-05,0.10800000000000001,0.569,145.384,4.0
Don't Let Me Down,The Chainsmokers Featuring Daya,1i1fxkWeaMmKEB4T7zqbzK,227,0.532,0.8690000000000001,11.0,-5.093999999999999,1.0,0.172,0.157,0.0050799999999999994,0.136,0.42200000000000004,159.803,4.0
All For You,Sister Hazel,2skmOCFU64Bg7Ytkgwliwe,21,0.631,0.7559999999999999,8.0,-6.377999999999999,1.0,0.0376,0.0399,4.3700000000000005e-05,0.0924,0.6709999999999999,137.039,4.0
My Sh*t,A Boogie Wit da Hoodie,5uQOauh47VFt3B2kV9kRXw,193,0.812,0.621,5.0,-8.3,1.0,0.0515,0.244,0.0,0.099,0.847,77.998,4.0
We R Who We R,Ke$ha,1p4mnh4jOsO14XtD5zAjaB,139,0.7440000000000001,0.474,8.0,-12.81,1.0,0.11199999999999999,0.214,0.0,0.231,0.745,119.999,4.0
Nothing,The Script,0c3yfC8zMRJGvmqphczhZb,66,0.473,0.833,2.0,-5.013,1.0,0.039,0.0036899999999999997,0.0,0.11800000000000001,0.503,157.012,4.0
My List,Toby Keith,3vzmDjQ7E6gzAVg4ecp6XU,179,0.618,0.722,1.0,-4.22,0.0,0.0384,0.35200000000000004,0.0,0.15,0.382,87.06200000000001,4.0
Everytime,Britney Spears,0dRhSF9LV0HR8Jwd3MMMKJ,139,0.39799999999999996,0.284,3.0,-12.852,1.0,0.0337,0.966,8.57e-05,0.11599999999999999,0.114,109.59899999999999,4.0
Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,4ZOyH6KjomjlqCz3oFqglr,256,0.8440000000000001,0.754,6.0,-5.46,1.0,0.207,0.008329999999999999,3.42e-06,0.0575,0.961,100.00200000000001,4.0
Delicate,Taylor Swift,6NFyWDv5CjfwuzoCkw47Xf,170,0.75,0.40399999999999997,9.0,-10.177999999999999,0.0,0.0682,0.21600000000000003,0.000357,0.0911,0.0499,95.045,4.0
Better With The Lights Off,New Boyz Featuring Chris Brown,3wCSVS7KM9CIIHrChpabQ3,55,0.573,0.848,7.0,-2.742,1.0,0.057,0.0521,0.0,0.25,0.561,112.084,4.0
Obsessed,Mariah Carey,3IcIIZMMS7UArJJPtEHXG8,1,0.742,0.47100000000000003,1.0,-5.513,1.0,0.0695,0.0517,0.0,0.862,0.384,86.46700000000001,4.0
POWER,Kanye West,2gZUPNdnz5Y45eiGxpHGSc,168,0.5429999999999999,0.915,0.0,-4.746,0.0,0.113,0.0162,0.0,0.7440000000000001,0.5770000000000001,153.998,4.0
T-Shirt,Thomas Rhett,1zWZvrk13cL8Sl3VLeG57F,129,0.647,0.857,2.0,-5.381,1.0,0.0397,0.0318,0.0,0.0212,0.7709999999999999,95.99600000000001,4.0
Send My Love (To Your New Lover),Adele,4BHzQ9C00ceJxfG16AlNWb,260,0.69,0.524,6.0,-8.39,0.0,0.10300000000000001,0.0415,3.16e-06,0.17,0.562,164.023,4.0
Smack That,Akon Featuring Eminem,2kQuhkFX7uSVepCD3h29g5,88,0.937,0.738,5.0,-5.301,0.0,0.0478,0.292,0.0,0.106,0.9109999999999999,118.994,4.0
Nothin' On You,B.o.B Featuring Bruno Mars,59dLtGBS26x7kc0rHbaPrq,42,0.688,0.853,10.0,-5.814,1.0,0.0493,0.386,0.0,0.0862,0.743,103.993,4.0
I Go Back,Kenny Chesney,0Ox458KpvZQ1Kuj9mUNPLL,164,0.513,0.805,5.0,-6.917999999999999,1.0,0.0466,0.0421,0.0,0.20800000000000002,0.69,89.963,4.0
You Make Me Sick,P!nk,6z8WLLLb2kaWRXXF1WmicO,30,0.7759999999999999,0.695,11.0,-6.277,0.0,0.17300000000000001,0.00228,2.71e-06,0.341,0.644,100.524,4.0
Recover Your Soul,Elton John,6FGfXPvZ8sMpq1xd75FHXp,200,0.737,0.633,7.0,-9.418,1.0,0.0246,0.165,0.0162,0.171,0.5489999999999999,103.01799999999999,4.0
"No Shoes, No Shirt, No Problems",Kenny Chesney,208bYsadJ56km31IENM2qS,68,0.7190000000000001,0.546,7.0,-10.238999999999999,1.0,0.032,0.243,0.008440000000000001,0.18100000000000002,0.669,117.925,4.0
Need U Bad,Jazmine Sullivan,0Ri0LzOMJmqi9HGZE5cRYV,151,0.529,0.659,7.0,-5.318,1.0,0.0629,0.0232,0.0,0.114,0.36,138.196,4.0
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,61,0.735,0.478,2.0,-12.472000000000001,1.0,0.0293,0.18899999999999997,2.48e-06,0.355,0.9470000000000001,107.682,4.0
Hold You (Hold Yuh),Gyptian,0j55p8YRAPG8yajtNyjt6A,137,0.69,0.621,8.0,-3.583,1.0,0.06,0.321,2.8100000000000002e-05,0.0884,0.49700000000000005,66.858,3.0
Bless The Broken Road,Rascal Flatts,4YjjNHtEsTX6Af4mCTupT5,97,0.599,0.433,0.0,-6.336,1.0,0.0265,0.693,8.99e-05,0.17800000000000002,0.384,135.94799999999998,4.0
See You Again,Wiz Khalifa Featuring Charlie Puth,2JzZzZUQj3Qff7wapcbKjc,249,0.6890000000000001,0.48100000000000004,10.0,-7.502999999999999,1.0,0.0815,0.369,1.03e-06,0.0649,0.28300000000000003,80.025,4.0
Cop Car,Keith Urban,5vCgOg9VqRaAUbnflCO6P3,112,0.5379999999999999,0.664,1.0,-6.318,1.0,0.0392,0.193,0.0,0.0918,0.366,154.033,4.0
Karma,Alicia Keys,588RGyR1f4Plc8nm7SrdCa,48,0.727,0.736,10.0,-6.202999999999999,1.0,0.0615,0.0743,0.0031100000000000004,0.0347,0.687,85.1,4.0
We're All In This Together,High School Musical Cast,0cqNGWvuukhCiKvEX7utys,16,0.759,0.9359999999999999,1.0,-6.2589999999999995,1.0,0.0573,0.0571,0.0,0.7070000000000001,0.821,116.02600000000001,4.0
The Other Side,Jason Derulo,5FljCWR0cys07PQ9277GTz,72,0.561,0.836,9.0,-3.9389999999999996,1.0,0.1,0.0525,0.0,0.136,0.517,127.92299999999999,4.0
X,Nicky Jam x J Balvin,39N9RPD9MRb5WmoLzNzPeA,168,0.595,0.773,9.0,-4.736000000000001,0.0,0.0549,0.0364,0.00108,0.33399999999999996,0.711,180.07299999999998,4.0
Backroad Song,Granger Smith,6naYpFIKihKbGg6lGxpveI,196,0.488,0.833,11.0,-6.571000000000001,1.0,0.0437,0.0352,0.0172,0.34,0.7509999999999999,174.00599999999997,4.0
Dream On,Depeche Mode,17ZX2lirfQGxbPLcn25sf7,182,0.8109999999999999,0.563,10.0,-9.452,0.0,0.0412,0.271,0.00158,0.132,0.631,127.986,4.0
Spotlight,Jennifer Hudson,02QQXgeAghpU4smdM7l7We,83,0.7070000000000001,0.7240000000000001,11.0,-3.887,0.0,0.051,0.0448,0.0,0.07200000000000001,0.659,108.984,4.0
Girl Crush,Little Big Town,11qh54D0PKkBwelpDxxiEU,219,0.5,0.225,0.0,-10.22,1.0,0.0302,0.8420000000000001,0.0,0.11199999999999999,0.355,173.78799999999998,3.0
Never Forget You,Zara Larsson & MNEK,6hmhG1b4LEyNuashVvuIAo,41,0.583,0.732,11.0,-5.728,0.0,0.0457,0.00312,9.86e-06,0.26899999999999996,0.276,145.99200000000002,4.0
Wild Things,Alessia Cara,2ZyuwVvV6Z3XJaXIFbspeE,114,0.741,0.626,1.0,-4.8260000000000005,0.0,0.0886,0.02,0.0,0.0828,0.706,108.029,4.0
The Kill (Bury Me),Thirty Seconds To Mars,0lP4HYLmvowOKdsQ7CVkuq,83,0.309,0.912,4.0,-3.8810000000000002,0.0,0.0646,0.0014,0.000271,0.5820000000000001,0.302,183.035,3.0
Here We Go,Trina Featuring Kelly Rowland,6b3CWHNAKiJRqmgz6ZcWaB,268,0.8140000000000001,0.494,8.0,-7.167000000000001,1.0,0.0846,0.624,0.0,0.0888,0.607,128.083,4.0
Sugar (Gimme Some),"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",7x6SuiiH3fcrsAgfkp2OwQ,273,0.8220000000000001,0.6729999999999999,4.0,-6.141,0.0,0.228,0.14400000000000002,0.0,0.32299999999999995,0.85,120.02,4.0
American Boy,Estelle Featuring Kanye West,22UDw8rSfLbUsaAGTXQ4Z8,201,0.727,0.7290000000000001,0.0,-2.99,1.0,0.326,0.171,0.0,0.07,0.512,117.932,4.0
I Loved Her First,Heartland,0fZq48okuWkpAgjsWogAJ4,228,0.423,0.391,4.0,-6.517,1.0,0.0262,0.295,0.0,0.175,0.166,137.031,3.0
Far Away,Nickelback,0ADZ5dmXhlfzjMw6lefoPl,227,0.518,0.797,6.0,-5.153,1.0,0.0309,0.000696,0.0,0.107,0.293,132.915,4.0
Another Dumb Blonde,Hoku,0RhkktMnJyR08vMnE34epK,189,0.69,0.932,1.0,-4.747,1.0,0.0841,0.242,0.0,0.0825,0.517,123.9,4.0
Karma,Lloyd Banks Featuring Avant,25YwwruYRtxe6RQdKtrZFS,284,0.523,0.84,10.0,-2.591,0.0,0.467,0.0386,0.0,0.184,0.659,176.47299999999998,4.0
Goodbye,Jagged Edge,3PcocqQL1Qn6LtUxjSlk4R,16,0.821,0.727,6.0,-6.2620000000000005,1.0,0.105,0.134,2.4e-06,0.0532,0.971,130.0,4.0
Selfish,Slum Village Featuring Kanye West & John Legend,7sZCAHP2duHwr5M5K7lHsb,228,0.71,0.597,7.0,-6.468,1.0,0.239,0.221,0.0,0.43200000000000005,0.49,95.76899999999999,4.0
Stronger (What Doesn't Kill You),Kelly Clarkson,6D60klaHqbCl9ySc8VcRss,65,0.562,0.9390000000000001,0.0,-4.282,1.0,0.0475,0.046,0.0,0.11199999999999999,0.684,116.044,4.0
For The First Time In Forever,Kristen Bell & Idina Menzel,70b5Sq3ePOu3Gqg0hjlOtR,64,0.354,0.41100000000000003,0.0,-6.018,1.0,0.0344,0.815,1e-06,0.106,0.43,90.831,4.0
With You Tonight / Hasta El Amanecer,Nicky Jam,2GICtNjlmq5w1XIQ9s0D9y,266,0.7809999999999999,0.588,6.0,-5.348,0.0,0.0386,0.317,0.0,0.0983,0.564,93.979,4.0
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,0fgZUSa7D7aVvv3GfO0A1n,111,0.733,0.6759999999999999,10.0,-5.655,0.0,0.0432,0.0697,0.0,0.20800000000000002,0.701,97.448,4.0
Midnight City,M83.,1eyzqe2QqGZUmfcPZtrIyt,269,0.526,0.7120000000000001,11.0,-6.525,0.0,0.0356,0.0161,0.0,0.179,0.32,105.009,4.0
Payphone,Maroon 5 Featuring Wiz Khalifa,1LmN9SSHISbtp9LoaR5ZVJ,154,0.7390000000000001,0.7559999999999999,4.0,-4.828,1.0,0.0394,0.0136,0.0,0.37,0.523,110.02799999999999,4.0
I See You,Luke Bryan,3Z3D2hnbZnveVhTuOifJyt,202,0.6609999999999999,0.81,6.0,-3.363,1.0,0.0363,0.0884,0.0,0.0464,0.722,129.988,4.0
Never Gonna Leave This Bed,Maroon 5,4ucLHLiSjvkCz5Lr5dlVUj,90,0.609,0.81,11.0,-4.207,1.0,0.0296,0.11,0.0,0.24600000000000002,0.47,117.36399999999999,4.0
Walk Away,Kelly Clarkson,25sA1vM4BFkTb5cJGWftFo,53,0.75,0.888,0.0,-4.524,1.0,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973,4.0
Pillowtalk,Zayn,0PDUDa38GO8lMxLCRc4lL1,166,0.584,0.7,11.0,-4.275,1.0,0.0456,0.11699999999999999,0.0,0.0939,0.43799999999999994,124.944,4.0
Let's Get It Started,The Black Eyed Peas,3qK8x4GZcIkzTz9JEqvIF5,100,0.784,0.8109999999999999,11.0,-2.218,0.0,0.13699999999999998,0.0983,0.0,0.18600000000000003,0.804,104.97,4.0
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",4MRT0dDbhqFKl67WzhUbSw,142,0.573,0.495,8.0,-7.245,0.0,0.5920000000000001,0.405,0.0,0.0969,0.255,179.196,3.0
Playa Cardz Right,Keyshia Cole Featuring 2Pac,0nJZDtAaqO7o9mb6YoBfqO,220,0.6,0.583,5.0,-5.455,0.0,0.0446,0.0426,0.0,0.27899999999999997,0.191,86.07700000000001,4.0
I Do Not Hook Up,Kelly Clarkson,2I5CPUnMIKjEXeg61OI9uV,94,0.502,0.938,9.0,-3.114,1.0,0.13,0.00098,0.0,0.318,0.35,144.077,4.0
Mmm Yeah,Austin Mahone Featuring Pitbull,4fs51wRnDJo4XrRdk6h0GD,83,0.7120000000000001,0.922,6.0,-3.9019999999999997,0.0,0.0411,0.00266,1.9e-06,0.268,0.976,125.984,4.0
Over You,Miranda Lambert,3fDsErbmOD3TuaSDuxSXav,155,0.5660000000000001,0.507,6.0,-6.973,1.0,0.0279,0.535,0.00619,0.107,0.141,158.119,4.0
Centuries,Fall Out Boy,04aAxqtGp5pv12UXAg4pkq,108,0.385,0.866,4.0,-2.8169999999999997,0.0,0.0697,0.004,0.0,0.111,0.551,176.014,4.0
Out Of My Head,Fastball,5tOjRq5shlEdm15nmJBq7Z,287,0.599,0.6659999999999999,4.0,-7.461,1.0,0.0324,0.366,0.00158,0.16899999999999998,0.48200000000000004,156.20600000000002,4.0
Bad And Boujee,Migos Featuring Lil Uzi Vert,4Km5HrUvYTaSUfiSGPJeQR,151,0.927,0.665,11.0,-5.313,1.0,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,4.0
I Lost It,Kenny Chesney,2k6ahrUpg8CbeTjLocMQJ4,107,0.584,0.429,3.0,-9.289,1.0,0.027999999999999997,0.23,0.0,0.0708,0.355,138.884,4.0
Family Portrait,P!nk,1apAx8Fozuo5MzD0JLw4YX,266,0.7609999999999999,0.687,0.0,-5.346,0.0,0.0487,0.0217,2.99e-06,0.562,0.779,91.80799999999999,4.0
Tell Me Baby,Red Hot Chili Peppers,0itNMuBHye9fu392b4e9oa,94,0.695,0.993,0.0,-3.102,1.0,0.0614,0.0019399999999999999,0.00217,0.0877,0.28,107.93299999999999,4.0
Broken,lovelytheband,6XcfKZvJio9Z0fQy11GnNX,42,0.6659999999999999,0.728,7.0,-5.808,1.0,0.0419,0.00175,4.26e-06,0.0429,0.51,122.99600000000001,4.0
Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,3hsmbFKT5Cujb5GQjqEU39,175,0.767,0.677,11.0,-6.127999999999999,0.0,0.184,0.0339,5.51e-06,0.14400000000000002,0.5379999999999999,146.155,4.0
T-Shirt,Migos,7KOlJ92bu51cltsD9KU5I7,109,0.865,0.687,10.0,-3.7439999999999998,0.0,0.217,0.242,0.0,0.158,0.486,139.023,4.0
Irreplaceable,Beyonce,6RX5iL93VZ5fKmyvNXvF1r,246,0.447,0.6940000000000001,7.0,-4.637,0.0,0.382,0.0293,5.46e-06,0.16699999999999998,0.509,175.868,4.0
Down,Marian Hill,5eCkuGPZNl4mISFNPgr3Dd,156,0.6779999999999999,0.35700000000000004,0.0,-14.712,0.0,0.128,0.675,0.00569,0.124,0.0661,113.301,5.0
Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,254,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,4.0
You Know That I Love You,Donell Jones,5QiTs0egWAq0k2O8HWKoEP,226,0.767,0.494,6.0,-5.349,1.0,0.0421,0.136,0.000277,0.0603,0.8009999999999999,96.00299999999999,4.0
Funny The Way It Is,Dave Matthews Band,3kMgAxxblY0bHQc6piepWL,202,0.5870000000000001,0.943,0.0,-3.2769999999999997,1.0,0.0346,0.157,0.0,0.248,0.747,103.01299999999999,4.0
