Song,Performer,track_id,cluster_grouping,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Say A',A Boogie Wit da Hoodie,3AMnOVxEHUgVrythGgqPhI,50,0.831,0.8140000000000001,5.0,-5.18,1.0,0.474,0.391,0.0,0.109,0.846,161.041,4.0
Smile,Avril Lavigne,4bia7OWZPoswlzXCqESYrR,109,0.634,0.848,1.0,-3.843,0.0,0.047,0.00237,0.0,0.0681,0.647,105.055,4.0
Another Way,Tevin Campbell,0W8YWHeFFimvyPOc0AgRBq,101,0.779,0.537,7.0,-9.15,1.0,0.19,0.127,0.0,0.0488,0.856,79.028,4.0
Loser Like Me,Glee Cast,3iAvTn62s7rvE6hm6fFodt,102,0.701,0.8640000000000001,3.0,-4.351,1.0,0.0631,0.00331,0.0,0.0421,0.8109999999999999,106.03399999999999,4.0
I Love You Came Too Late,Joey McIntyre,0LX9NtcK0BdAp83Tl5pDIJ,89,0.708,0.758,0.0,-5.94,1.0,0.0239,0.16899999999999998,0.0,0.106,0.767,97.979,4.0
Say OK,Vanessa Hudgens,73qbBlEAcm2HfnAaSnP1II,293,0.47200000000000003,0.698,7.0,-6.95,1.0,0.0484,0.00847,0.00257,0.113,0.512,124.866,3.0
I Can Love You Better,Dixie Chicks,2VBSOgBcnLHkfat8P2VGvf,129,0.7879999999999999,0.748,9.0,-5.439,1.0,0.0344,0.419,0.0,0.0638,0.608,119.781,4.0
My Projects,Coo Coo Cal,6wG3PktG367TkEPvWe6DkY,109,0.8029999999999999,0.955,6.0,-3.819,0.0,0.293,0.17800000000000002,2.4100000000000003e-05,0.593,0.8140000000000001,95.289,4.0
Whenever You're Near Me,Ace Of Base,6WbvcrrQeCDPJimzVDxHBk,222,0.626,0.863,0.0,-4.625,1.0,0.0362,0.0862,0.0008410000000000001,0.0793,0.636,97.06700000000001,4.0
Wanted You More,Lady Antebellum,5GV8UxTRnzTPiwrr59L8eZ,21,0.461,0.71,5.0,-6.36,1.0,0.0422,0.319,4.97e-06,0.10400000000000001,0.281,175.825,4.0
No Complaints,Metro Boomin Featuring Offset & Drake,6kig1UFggPUyZBCvXD3Wod,2,0.914,0.507,2.0,-10.784,1.0,0.16399999999999998,0.0855,0.0254,0.0797,0.19899999999999998,123.956,4.0
I Wanna Get Next To You,Christion,0Kc5XevE8Fny76J4kAIGHs,107,0.645,0.49,0.0,-9.277999999999999,1.0,0.0287,0.19699999999999998,0.000148,0.109,0.547,131.91,4.0
Papa Don't Preach,Kelly Osbourne,2pTOvXwAb5PVgyXFBcXcJ7,206,0.39899999999999997,0.823,1.0,-11.048,1.0,0.0338,2.1000000000000002e-06,0.8170000000000001,0.0706,0.5820000000000001,144.069,4.0
Silly Ho,TLC,79Dduf9L3DBCsmqgv5feXO,91,0.8370000000000001,0.784,9.0,-3.8739999999999997,1.0,0.0866,0.0387,0.47100000000000003,0.32,0.836,145.578,3.0
Axel F,Crazy Frog,54mXTdOfNN7YYma1iRW3WY,192,0.8640000000000001,0.9079999999999999,2.0,-3.23,1.0,0.0392,0.297,0.757,0.0638,0.8009999999999999,138.066,4.0
To The Max,DJ Khaled Featuring Drake,2of5xn0GU0TdFneR1saRLH,41,0.461,0.812,10.0,-5.776,0.0,0.24100000000000002,0.0184,0.000375,0.21,0.72,159.869,4.0
If I Were A Boy,Beyonce,26NX1wPt1TRCH536yocd6i,31,0.632,0.518,6.0,-6.126,1.0,0.0313,0.107,0.0,0.354,0.42700000000000005,90.007,4.0
Stop Trying To Be God,Travis Scott,1xYpVRspgaLxdJLOTQkTjg,109,0.588,0.5670000000000001,4.0,-3.738,0.0,0.0628,0.221,0.0,0.135,0.113,150.009,4.0
On Fire,Lil Wayne,50mX6QmpQX4cCsRYJ9fGM3,136,0.447,0.8740000000000001,11.0,-4.063,0.0,0.0493,0.0038799999999999998,0.000607,0.139,0.54,132.11,4.0
What Means The World To You,Cam'ron,0n61iIJbIZ3DeS8bXy2el8,233,0.857,0.851,0.0,-7.851,1.0,0.293,0.0849,0.0,0.316,0.899,143.737,4.0
Now That I Found You,Terri Clark,02XiFAeegVtBhV3nCzteM5,112,0.5870000000000001,0.493,2.0,-6.247999999999999,1.0,0.0228,0.442,0.0,0.1,0.33299999999999996,90.35600000000001,4.0
Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,41PWz0hAiU9FqsmjR9Wh62,62,0.675,0.501,10.0,-6.183,1.0,0.22,0.0541,0.0,0.429,0.532,139.861,4.0
Selfish,Future Featuring Rihanna,6yHkPtl6UQ7RjtJLBPzbJw,180,0.415,0.369,8.0,-10.044,1.0,0.0741,0.0303,7.64e-06,0.38299999999999995,0.0913,95.74600000000001,4.0
This Woman's Work,Maxwell,741OE401HO7ZCaPhEqCZ7w,107,0.467,0.32899999999999996,8.0,-9.165,1.0,0.0326,0.6759999999999999,3.69e-05,0.10800000000000001,0.141,113.64299999999999,4.0
Good Little Girls,Blue County,0Y6dPRfSOVgLzKpn7L741h,5,0.6679999999999999,0.8079999999999999,2.0,-5.26,1.0,0.0384,0.0193,0.0,0.0294,0.778,122.001,3.0
Rough Water,Travie McCoy Featuring Jason Mraz,56z8UyE4foPVnSrER7lVR5,136,0.516,0.909,1.0,-3.988,0.0,0.22,0.16699999999999998,0.0,0.552,0.47200000000000003,169.972,4.0
All I Ever Wanted,Kelly Clarkson,31wPF6zccO0cINHfUS7wWb,137,0.633,0.866,11.0,-3.633,1.0,0.0443,0.0103,0.0,0.22699999999999998,0.696,100.007,4.0
Ocean Eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,126,0.511,0.363,4.0,-7.65,0.0,0.040999999999999995,0.816,0.0317,0.084,0.16899999999999998,144.892,4.0
Erase Me,Kid Cudi Featuring Kanye West,6XkuklKiHYVTlVvWlTgQYP,223,0.688,0.631,9.0,-5.612,1.0,0.13,0.063,0.0,0.10800000000000001,0.8540000000000001,186.06599999999997,4.0
Emperor's New Clothes,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,209,0.562,0.904,1.0,-4.947,1.0,0.0807,0.00302,0.0,0.0433,0.6509999999999999,94.48100000000001,4.0
Butterfly Fly Away,Miley Cyrus & Billy Ray Cyrus,2ZTCl6wQMDSMfY4s8GHZdj,139,0.607,0.281,11.0,-12.632,1.0,0.0258,0.733,0.000123,0.29,0.46799999999999997,134.97799999999998,4.0
Thriller / Heads Will Roll,Glee Cast,6FCngfdkfRZ0CwL2eZAgnc,58,0.633,0.8220000000000001,10.0,-5.011,0.0,0.0723,0.008459999999999999,0.0,0.141,0.633,122.994,4.0
Whatever It Takes,Lifehouse,3nzL5CIQiCEt6jRt1AlQ9d,146,0.439,0.8740000000000001,0.0,-4.165,1.0,0.0299,0.00571,0.0,0.17600000000000002,0.527,150.036,4.0
That Girl,Marques Houston,08fhbfRSg7eEH0IZT7pB6a,50,0.6829999999999999,0.552,10.0,-5.138999999999999,1.0,0.10800000000000001,0.5479999999999999,0.0,0.221,0.519,98.946,4.0
Why They Call It Falling,Lee Ann Womack,5W87INxS3vXDa0y5cbvJGJ,184,0.541,0.336,4.0,-8.122,1.0,0.0298,0.491,0.0,0.0936,0.20800000000000002,128.675,4.0
Money's Just A Touch Away,Mack 10 Featuring Gerald Levert,7aSxhMIWO0oeGbAqb9vve1,31,0.873,0.495,5.0,-6.108,1.0,0.23399999999999999,0.0176,1.4400000000000001e-05,0.0726,0.696,84.98299999999999,4.0
Yellow Flicker Beat,Lorde,0Nf53RDPZEjFrQE4B5n6Vf,37,0.584,0.608,1.0,-8.437999999999999,1.0,0.0352,0.10400000000000001,0.00024900000000000004,0.113,0.0633,94.976,4.0
Nothing Left To Lose,Mat Kearney,23MG7PAYUQp0esP2dzWHWj,57,0.445,0.71,4.0,-6.819,1.0,0.0275,0.10300000000000001,6.14e-05,0.16899999999999998,0.46799999999999997,148.011,4.0
Walking On A Dream,Empire Of The Sun,5r5cp9IpziiIsR6b93vcnQ,111,0.871,0.701,5.0,-5.593999999999999,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4.0
Online,Brad Paisley,0UCQ9RkNu2cjZclKFMwvEL,226,0.557,0.856,7.0,-5.294,1.0,0.0687,0.0882,0.0326,0.6809999999999999,0.846,133.52700000000002,4.0
Take Me Away,Fefe Dobson,2Cvdv8AWXuikxnLrMs5I13,250,0.606,0.9179999999999999,1.0,-4.603,0.0,0.039,0.0026899999999999997,0.000379,0.295,0.7509999999999999,110.04799999999999,4.0
I Know,Sunday,3m1OyPw3fzMPAwDMcYcM6Z,5,0.531,0.856,7.0,-5.207999999999999,1.0,0.157,0.00179,0.0,0.08800000000000001,0.508,157.92600000000002,3.0
Must Be Nice,Lyfe Jennings,2mp3sLUNQaJ025Lx5f4AAJ,39,0.446,0.401,1.0,-11.232000000000001,1.0,0.382,0.657,0.0,0.127,0.647,82.94200000000001,4.0
Song For The Lonely,Cher,1nu7ec0zCNvyHRrFXZsFHy,155,0.5479999999999999,0.915,0.0,-7.01,1.0,0.0556,0.00528,0.0,0.18600000000000003,0.38,129.972,4.0
Me Against The Music,Britney Spears Featuring Madonna,7mS8RbJji2UZAaguRGsOCH,127,0.804,0.836,6.0,-6.635,0.0,0.08900000000000001,0.32,0.0,0.213,0.85,120.046,4.0
Bobby Bitch,Bobby Shmurda,6j8lAie0mdUNreql5d5Ejz,221,0.9209999999999999,0.525,11.0,-8.186,1.0,0.413,0.0136,0.0,0.313,0.794,130.747,4.0
Vans,The Pack,5pdUVaAfEOGSdc4GAuQgEp,274,0.892,0.452,4.0,-7.882000000000001,0.0,0.35100000000000003,0.105,7.29e-06,0.0685,0.392,102.052,4.0
Hustler Musik,Lil Wayne,2334WaCjswLcRIRgTTPWaZ,100,0.6609999999999999,0.746,8.0,-2.2230000000000003,0.0,0.25,0.36,0.0,0.45399999999999996,0.6779999999999999,83.939,4.0
Dare (La La La),Shakira,0YoUczWJPqphLvxnTXG00N,129,0.792,0.73,11.0,-5.376,1.0,0.0698,0.0623,2.6600000000000003e-05,0.08900000000000001,0.616,128.029,4.0
Don't Stop The Party,The Black Eyed Peas,1xY9A5HcVl9uizcUk1RHxi,260,0.8170000000000001,0.7,0.0,-8.328,0.0,0.0544,0.0412,0.000164,0.0875,0.474,128.006,4.0
Baby U Are,Gerald Levert,4z9aQnKnoM0cDrLkUXdbPr,274,0.657,0.537,6.0,-7.825,0.0,0.19899999999999998,0.0196,5.55e-06,0.102,0.636,172.21200000000002,4.0
Never Been Kissed,Sherrie Austin,34IACM4nlSMFfAzLjOSLWa,141,0.545,0.655,6.0,-6.851,1.0,0.0361,0.316,0.0,0.105,0.638,175.157,4.0
Like Whoa,Aly & AJ,44e84JcEUfOs9cNGu8nwU5,286,0.7,0.831,6.0,-4.931,1.0,0.0681,0.0124,0.0009660000000000001,0.0949,0.8079999999999999,121.00299999999999,4.0
Anyone Else But You,Michael Cera & Ellen Page,60nfOJJ1xFVVAO1qCpngX6,39,0.365,0.503,7.0,-11.119000000000002,1.0,0.0997,0.789,0.00218,0.521,0.355,145.623,4.0
Old School Love,Lupe Fiasco Featuring Ed Sheeran,72FdcAg79So8xaAHs2mbrB,37,0.701,0.7809999999999999,5.0,-8.493,1.0,0.134,0.0908,1.75e-06,0.358,0.45899999999999996,86.006,4.0
Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,5iSEsR6NKjlC9SrIJkyL3k,173,0.629,0.622,0.0,-8.906,1.0,0.0404,0.511,0.000174,0.38299999999999995,0.264,115.29299999999999,4.0
WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,6o79O9qBP3OAkWOXajAQIS,136,0.772,0.812,0.0,-3.995,0.0,0.153,0.0834,0.0,0.115,0.655,97.40700000000001,4.0
Girl All The Bad Guys Want,Bowling For Soup,0KqyBk4aVT88TEqBIC8mAP,194,0.5820000000000001,0.8290000000000001,2.0,-5.688,1.0,0.0465,0.000517,0.0,0.266,0.867,130.969,4.0
Numb,XXXTENTACION,01TnVDiet1DFTsyWKUKovl,71,0.414,0.41600000000000004,11.0,-8.024,0.0,0.0251,0.1,0.179,0.131,0.196,159.91,4.0
I Don't Want You To Go,Carolyn Dawn Johnson,5nm8hcsVzkpybnK75h7FDY,232,0.45799999999999996,0.795,9.0,-4.7139999999999995,1.0,0.0559,0.0464,0.000212,0.0315,0.512,168.31599999999997,4.0
American Life,Madonna,1YhiWWFrbdd3kAVhSYDhZ7,142,0.787,0.583,11.0,-7.16,0.0,0.17600000000000002,0.0438,0.0,0.282,0.706,101.96,4.0
Bad Boy This Bad Boy That,Bad Boy's Da Band,13QMUA813rB5QdsePrPRoo,193,0.8540000000000001,0.705,1.0,-8.314,1.0,0.298,0.0262,0.0,0.0336,0.701,99.98899999999999,4.0
She Is Love,Parachute,2Dz5WpEWA0vhnMmEPYiZ2y,180,0.622,0.175,6.0,-9.866,1.0,0.156,0.6829999999999999,0.0,0.109,0.376,136.365,1.0
I Want You To Know,Zedd Featuring Selena Gomez,1JDIArrcepzWDTAWXdGYmP,85,0.58,0.846,9.0,-2.8760000000000003,0.0,0.0573,0.005370000000000001,6.62e-06,0.145,0.366,129.998,4.0
How Come You Don't Call Me,Alicia Keys,5bAEFsQjo0DEJalVwFVmsW,6,0.835,0.547,6.0,-7.69,0.0,0.0515,0.155,0.000291,0.0579,0.759,124.561,3.0
You Light Up My Life,LeAnn Rimes,05NgW9vpvEdfPxG7A0odVK,287,0.34700000000000003,0.4,3.0,-7.359,1.0,0.0273,0.63,0.0,0.122,0.10800000000000001,77.987,3.0
Give It 2 U,Robin Thicke Featuring Kendrick Lamar,5zDQlhcJ5KOoXeSMGwiuJY,109,0.669,0.8290000000000001,11.0,-3.827,0.0,0.0688,0.0893,0.0,0.154,0.595,127.185,4.0
What Would Happen,Meredith Brooks,5on1ppavPW4nxtGXJJiSLd,182,0.7090000000000001,0.444,6.0,-9.291,0.0,0.0296,0.616,0.0059700000000000005,0.0382,0.622,100.29899999999999,4.0
Diamonds Dancing,Drake & Future,2AGottAzfC8bHzF7kEJ3Wa,2,0.467,0.358,1.0,-10.847000000000001,1.0,0.0497,0.125,3.73e-05,0.111,0.166,136.02,4.0
Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,7IBSffWIu7P2MC7kMwy2FM,119,0.877,0.47700000000000004,9.0,-7.379,0.0,0.0587,0.307,0.0,0.0929,0.552,127.023,4.0
Ordinary Girl,Hannah Montana,2kIq7Oq6YNfdUuTrmPC4w1,98,0.42700000000000005,0.8490000000000001,7.0,-3.7439999999999998,1.0,0.28,0.0276,0.0,0.264,0.382,181.74400000000003,4.0
Novacane,Frank Ocean,4osgfFTICMkcGbbigdsa53,107,0.764,0.509,3.0,-9.208,1.0,0.10400000000000001,0.0726,0.000603,0.162,0.38299999999999995,93.505,4.0
You Gonna Fly,Keith Urban,5B25Jpgu62IX8w1YtLibuA,95,0.457,0.846,4.0,-8.547,1.0,0.0477,0.0598,0.0,0.34,0.851,177.35299999999998,4.0
Can't Nobody,Kelly Rowland,4marxoTuxIgb1GhtoouMSc,48,0.797,0.7909999999999999,6.0,-6.1339999999999995,1.0,0.177,0.0311,0.0239,0.139,0.9640000000000001,97.37299999999999,4.0
Not Today,Mary J. Blige Featuring Eve,1tWgwttq1I2RlcJFN1dfNh,284,0.907,0.628,10.0,-2.551,0.0,0.0796,0.44799999999999995,1.32e-06,0.0423,0.902,94.027,4.0
Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,6HBHc95Ry9rw8L4zrAI1JF,48,0.8390000000000001,0.508,11.0,-6.182,1.0,0.0879,0.00974,0.0,0.0962,0.5589999999999999,82.027,4.0
Braid My Hair,Mario,6HICEWiTO1LSB5wayNBh70,69,0.687,0.619,5.0,-6.733,0.0,0.0533,0.0829,0.0,0.188,0.449,134.037,4.0
U Make Me Wanna,Jadakiss Featuring Mariah Carey,66PlVvBwKgTseZ1vCU3e46,86,0.5329999999999999,0.8220000000000001,5.0,-5.2,0.0,0.325,0.0363,0.0,0.34299999999999997,0.5760000000000001,109.711,5.0
Oh Yes (aka 'Postman'),Juelz Santana,3eY3wZJPHwVtD4TM518Ov6,256,0.752,0.772,0.0,-5.474,1.0,0.243,0.245,0.0,0.322,0.721,147.872,4.0
This Is Me,Demi Lovato & Joe Jonas,5pomCBdsTZSDCFHH8BAUQe,265,0.484,0.836,1.0,-2.767,1.0,0.0393,0.0159,0.0,0.08900000000000001,0.594,90.87799999999999,4.0
This Ole Boy,Craig Morgan,29rfPTA47K0xyl1Pnf1YBw,102,0.591,0.88,11.0,-4.401,1.0,0.0532,0.0754,4.27e-06,0.0434,0.6609999999999999,114.11,4.0
Love Like This,Natasha Bedingfield Featuring Sean Kingston,49ppqF73rOz5Nyt1paRxIF,83,0.7809999999999999,0.7909999999999999,7.0,-3.903,0.0,0.0468,0.145,0.0,0.127,0.902,76.998,4.0
You're Not Alone,Olive,0L5oYrkC94ArMJDmjtvJWC,122,0.69,0.643,7.0,-10.855,0.0,0.0501,0.0525,0.0019,0.0992,0.5920000000000001,134.261,4.0
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,6BLLQndvA0rLbLcIZmuuEJ,55,0.64,0.884,6.0,-2.609,1.0,0.0428,0.0226,0.0,0.187,0.573,124.96799999999999,4.0
L.A. Song,Beth Hart,69pBTbnLue0leYUCMAFqPj,70,0.35100000000000003,0.615,7.0,-7.621,1.0,0.0451,0.20600000000000002,0.0,0.985,0.337,127.79799999999999,3.0
Girls And Boys,Good Charlotte,65mxB9IWpmVo4qUjdGSxRB,133,0.6629999999999999,0.72,3.0,-5.497000000000001,1.0,0.0331,0.00212,0.0,0.358,0.608,135.342,4.0
Who's That Chick?,David Guetta Featuring Rihanna,3FrX3mx8qq7SZX2NYbzDoj,33,0.675,0.601,11.0,-4.7330000000000005,0.0,0.11599999999999999,0.00372,0.0,0.0458,0.9309999999999999,127.93799999999999,4.0
Good Morning,Chamillionaire,2VkD1v3tYy51yHdalZzEgJ,90,0.679,0.8170000000000001,5.0,-4.127,1.0,0.0859,0.0494,0.0,0.158,0.361,88.064,4.0
Clothes Off!!,Gym Class Heroes,6miqdoICzUXCL5UHCuucjK,264,0.7609999999999999,0.69,11.0,-5.56,1.0,0.11,0.0225,0.0,0.34,0.742,114.98700000000001,4.0
Hold My Hand,Jess Glynne,1i1rNVtxbE7rdFfpHuNq2j,177,0.642,0.823,0.0,-5.7170000000000005,1.0,0.0289,0.00159,0.0,0.0776,0.431,122.977,4.0
Yeah,Joe Nichols,0uRlP6bHbSgBGklmaCMqG7,197,0.414,0.843,11.0,-4.638,1.0,0.0531,0.00647,1.52e-05,0.19399999999999998,0.5720000000000001,165.713,4.0
Beibs In The Trap,Travis Scott,0ESJlaM8CE1jRWaNtwSNj8,183,0.743,0.5710000000000001,7.0,-6.053999999999999,0.0,0.145,0.24,0.0,0.29100000000000004,0.495,119.054,4.0
Part II,Method Man & Redman,2n7h09QrGitVul66b2D8Re,58,0.774,0.85,10.0,-5.07,0.0,0.386,0.0427,0.0,0.313,0.816,95.99600000000001,4.0
Jaded,Drake,4c2xt1trwYZpMqPWY35Xi9,145,0.7659999999999999,0.271,0.0,-5.697,1.0,0.0412,0.037000000000000005,0.0,0.175,0.0371,116.02,4.0
Valentine,Martina McBride With Jim Brickman,3sJOMSYSw4FiPBYUB0CTzU,254,0.5379999999999999,0.364,1.0,-8.419,1.0,0.0245,0.794,2.3899999999999998e-05,0.129,0.18600000000000003,95.198,4.0
All I Need,Fat Joe Featuring Tony Sunshine & Armageddon,2ohHVfGDGcawWjx2KwP8dF,55,0.52,0.915,6.0,-2.7430000000000003,1.0,0.23800000000000002,0.00928,0.0,0.215,0.583,170.67700000000002,4.0
Self Care,Mac Miller,5bJ1DrEM4hNCafcDd1oxHx,184,0.52,0.5379999999999999,1.0,-8.109,1.0,0.20600000000000002,0.36700000000000005,0.00187,0.11900000000000001,0.177,141.894,4.0
Chocolate,The 1975,44Ljlpy44mHvLJxcYUvTK0,143,0.591,0.94,11.0,-4.341,1.0,0.0522,0.00391,0.0,0.38299999999999995,0.6759999999999999,100.04299999999999,4.0
How Did You Know?,Mynt Featuring Kim Sozzi,7citus8eYPIbIsK5yYOvpN,86,0.6940000000000001,0.858,9.0,-5.131,0.0,0.0361,0.013999999999999999,9.28e-06,0.0856,0.779,128.011,4.0
Window Shopper,50 Cent,3hwwIr2pcL2IWBpEUj5Hya,298,0.542,0.7020000000000001,5.0,-4.835,0.0,0.193,0.105,0.0,0.531,0.49200000000000005,174.332,4.0
Smack My Bitch Up,The Prodigy,3tehrxZR8eaANHov4cEctL,49,0.607,0.993,10.0,-4.511,0.0,0.14800000000000002,0.00314,0.593,0.11199999999999999,0.22899999999999998,136.208,4.0
Running,No Doubt,1wOYurSROnaaK8516lfK6W,155,0.708,0.583,0.0,-7.018,1.0,0.0262,0.191,1.5399999999999998e-05,0.0883,0.38,113.12,4.0
Worst Behavior,Drake,6oF3Es1YzzmLKjGBfThUvD,21,0.779,0.799,9.0,-6.359,1.0,0.15,0.158,0.0,0.209,0.414,109.944,4.0
Tuck Me In,Kimberly Scott,6GaafBUOjkIsVBZYlpMrcX,20,0.649,0.45299999999999996,4.0,-8.849,0.0,0.0558,0.48100000000000004,0.0,0.28600000000000003,0.493,128.02100000000002,4.0
Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,3tC8SJpOwJhDg8WGG1NKGR,36,0.6940000000000001,0.866,5.0,-4.285,0.0,0.426,0.44799999999999995,1.0300000000000001e-05,0.141,0.743,94.15700000000001,4.0
Do The John Wall,Troop 41,7FFqcNFMdRjWYE9PfN4Zu7,152,0.505,0.9209999999999999,5.0,-1.982,1.0,0.37799999999999995,0.24600000000000002,0.0,0.873,0.5720000000000001,107.389,5.0
It Was,Chely Wright,1fC89py9z6DXa2mWvsGaJZ,68,0.528,0.5770000000000001,3.0,-10.380999999999998,1.0,0.0412,0.204,1.2e-05,0.121,0.628,170.31099999999998,4.0
8th Of November,Big & Rich,2X0aeFJXJZpeK2nSWvypiI,55,0.259,0.7290000000000001,2.0,-2.665,1.0,0.0418,0.11699999999999999,0.0,0.43799999999999994,0.284,169.11,3.0
White Houses,Vanessa Carlton,4su3hxvmSxgAf8G02Cen1h,224,0.596,0.612,0.0,-7.388,1.0,0.0295,0.39299999999999996,0.0,0.0985,0.259,135.191,4.0
The Seashores Of Old Mexico,George Strait,33Ac3dT2JHu0ljlPoGVYHT,157,0.496,0.579,6.0,-7.428999999999999,0.0,0.0336,0.16399999999999998,0.000679,0.335,0.499,156.953,3.0
The Anthem,Good Charlotte,0BRHnOFm6sjxN1i9LJrUDu,29,0.494,0.9390000000000001,1.0,-3.127,1.0,0.126,0.006659999999999999,0.0,0.139,0.893,177.75099999999998,4.0
Tonight (Best You Ever Had),John Legend Featuring Ludacris,17zF2ISrDrQdaULA8cxReK,245,0.693,0.813,7.0,-4.361000000000001,0.0,0.066,0.0496,0.0,0.289,0.515,90.008,4.0
For The First Time,Darius Rucker,0LG2cFomCi8Fb664Lvr3Nu,5,0.547,0.804,6.0,-5.268,1.0,0.0361,0.007379999999999999,0.0,0.0308,0.6659999999999999,142.016,4.0
La La,Ashlee Simpson,0i3XYGG0zbHDjnuxO3Sads,51,0.529,0.905,11.0,-3.667,0.0,0.0919,9.22e-05,0.204,0.0882,0.512,129.991,4.0
Flashlight,Jessie J,6SkoBaMd0lzoQjID5aV2d9,117,0.379,0.618,5.0,-7.065,1.0,0.0586,0.337,5.0999999999999995e-06,0.102,0.4,147.53,4.0
Freak The Freak Out,Victorious Cast Featuring Victoria Justice,3vu8NXAryXrNG8ICj71Buq,247,0.6890000000000001,0.858,5.0,-3.185,1.0,0.061,0.0012900000000000001,0.0,0.0988,0.51,140.02200000000002,4.0
I Think God Can Explain,Splender,3YW5qaMNCsMnta8L0j1btB,102,0.48,0.7290000000000001,10.0,-4.398,1.0,0.027999999999999997,0.0129,0.0,0.0862,0.509,137.232,4.0
No Promises,A Boogie Wit da Hoodie,2BJpuAoDeQ1QuPvnryfAWK,274,0.759,0.6459999999999999,5.0,-7.815,0.0,0.304,0.0164,0.0,0.13699999999999998,0.242,145.005,4.0
Get It Right,Glee Cast,2IIdrejPZuHHFpc3LbTtEK,13,0.419,0.5489999999999999,2.0,-5.696000000000001,1.0,0.0322,0.331,0.0,0.073,0.141,83.555,4.0
Single,Natasha Bedingfield,5BFMUpscSbYVT2V9j5d275,223,0.621,0.644,2.0,-5.624,1.0,0.115,0.0466,0.0,0.5489999999999999,0.526,168.015,4.0
Bohemian Rhapsody,Queen,7tFiyTwD0nx5a1eklYtX2J,180,0.397,0.396,3.0,-9.91,1.0,0.05,0.254,0.0,0.268,0.22699999999999998,142.91299999999998,4.0
Losin Control,Russ,4cxMGhkinTocPSVVKWIw0d,299,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,4.0
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,5JEx7HbmvHQQswJCsoo9rA,292,0.574,0.758,1.0,-5.029,0.0,0.0621,0.0969,0.0,0.395,0.49200000000000005,144.111,4.0
Irresistible,Fall Out Boy,3znPiywA0q1VK2jgAZFDoI,94,0.48700000000000004,0.9229999999999999,2.0,-3.054,1.0,0.114,0.0675,0.0,0.254,0.43200000000000005,165.044,4.0
All Cried Out,Allure Featuring 112,1DViQw0p1vo0eAMRlUF4Lr,173,0.613,0.46399999999999997,1.0,-8.918,1.0,0.0241,0.17600000000000002,0.0,0.10300000000000001,0.17600000000000002,139.80200000000002,4.0
Another Nine Minutes,Yankee Grey,52MpgETOZTO75eWgO0ilSC,297,0.6709999999999999,0.715,7.0,-6.0,1.0,0.0376,0.54,0.0,0.0305,0.785,137.828,4.0
"Work Hard, Play Hard",Wiz Khalifa,1ms5tNNdPouTtcD2oVF9Oz,185,0.787,0.6659999999999999,11.0,-4.475,1.0,0.0485,0.0409,1.91e-05,0.29600000000000004,0.485,140.00799999999998,4.0
What's My Name,DMX,0nQseC4YVxQ0mCd0LOwWS9,84,0.569,0.981,7.0,-3.4939999999999998,1.0,0.37200000000000005,0.0467,6.89e-06,0.125,0.415,188.338,5.0
The Chipmunk Song (Christmas Don't Be Late) (2007),Alvin And The Chipmunks,02NKMA9cIkq6VuBNu9q9Wf,259,0.613,0.37,3.0,-11.548,1.0,0.0344,0.7070000000000001,2.98e-06,0.23,0.777,152.548,3.0
Magnificent,Rick Ross Featuring John Legend,2rz6VejmNOpW1alXsDERp1,59,0.615,0.747,7.0,-7.2170000000000005,1.0,0.156,0.00913,0.0,0.0888,0.42100000000000004,91.34700000000001,4.0
Jump Jive An' Wail,The Brian Setzer Orchestra,7FuRjlwyTY9uTAUgGpZtJU,226,0.628,0.8220000000000001,1.0,-5.278,1.0,0.12300000000000001,0.0339,0.0,0.129,0.94,100.469,4.0
Daysleeper,R.E.M.,7chTzkbpS16xJqyhJWQlmt,113,0.327,0.391,0.0,-9.533,1.0,0.032,0.157,2.18e-06,0.087,0.114,113.96600000000001,4.0
Soulmate,Natasha Bedingfield,2Ykf8tMyWIf9WZNIZlk1UP,4,0.45299999999999996,0.602,3.0,-5.56,0.0,0.038,0.35100000000000003,0.0,0.11699999999999999,0.349,169.753,4.0
Midnight Memories,One Direction,5wjmqUGN7vrAqFqDWrywlZ,205,0.43200000000000005,0.868,6.0,-2.01,0.0,0.0882,0.00725,0.0,0.233,0.5670000000000001,156.128,4.0
American Girl,Bonnie McKee,0vvG0VEN6l2fbIEUtq3mQD,245,0.66,0.816,0.0,-4.332,0.0,0.0344,0.00976,1.87e-05,0.59,0.66,127.97,4.0
